split,object_id,canonical_label,requested_horizon_min,rows,mae,rmse,r2,mean_error,ci_width_mean,ci_coverage
train,machine_2,Machine,120.0,2203,0.42669485458207057,0.5859238207669804,0.67303325038977,-0.016995958555765116,1.7223331663607189,0.9596005447117567
train,machine_4,Machine,5.0,1576,1.1069923200539866,1.3637063743100415,0.1045559847471017,-0.049734873288923495,1.6071154330900916,0.9695431472081218
train,machine_4,Machine,10.0,1571,1.0976224897050535,1.3527889462142393,0.10652138620444018,-0.0075048852147697525,1.6057624296646744,0.9675366008911521
train,machine_4,Machine,15.0,1538,1.0891118355529885,1.3404759214257234,0.10695834878700439,0.006229662403725005,1.60394985752847,0.9648894668400521
train,machine_4,Machine,20.0,1504,1.1006259346166485,1.3501153117406843,0.10721926082333377,-0.0020298188033600335,1.6289651003730077,0.9714095744680851
train,machine_4,Machine,30.0,1458,1.0957908025406575,1.354086253965676,0.10721676032351235,-0.018268563987592915,1.6840153262724085,0.9609053497942387
train,machine_4,Machine,45.0,1418,1.0781510770832177,1.3522298676302564,0.10623700575084605,-0.03548320250240157,1.7517792371860696,0.9598025387870239
train,machine_4,Machine,60.0,1421,1.0500262199742427,1.3353827127353661,0.10831776813449034,-0.01863599000884981,1.792538100286874,0.952146375791696
train,machine_4,Machine,90.0,1433,0.9627770837051299,1.250894028848952,0.10483894279324002,0.026541550733558218,1.8074124360138453,0.9665038381018841
train,machine_4,Machine,120.0,1421,0.8294479213030044,1.1056802467739495,0.0962912513513775,0.1048856000877699,1.800626184118513,0.9627023223082336
train,machine_6,Machine,5.0,5706,0.6685611280237808,0.8413605814752264,0.3062326381017725,-0.00600566126632189,1.563526922861997,0.963547143357869
train,machine_6,Machine,10.0,5649,0.6660477689409332,0.8340684338252801,0.3069608853711949,-0.0030331803284515024,1.577080187000056,0.959284829173305
train,machine_6,Machine,15.0,5583,0.6613830326376112,0.8273104682546699,0.3048286377259999,0.00400061866455475,1.5993876439653207,0.9602364320257926
train,machine_6,Machine,20.0,5531,0.6637188068177177,0.8295827113235663,0.30152008541988273,-0.00447059047151764,1.6337285828042896,0.9600433917917194
train,machine_6,Machine,30.0,5424,0.6665274011696369,0.8327126067540332,0.2970806463698681,-0.0052332751769848945,1.7190751170359837,0.9605457227138643
train,machine_6,Machine,45.0,5257,0.6772676177336571,0.841090143227395,0.28349050330790015,-0.004154622152346894,1.7865177964691992,0.9549172531862279
train,machine_6,Machine,60.0,5077,0.6891455129426581,0.8562818107121609,0.25281305514287156,-0.007733608416998499,1.8368662380869902,0.9574551900728777
train,machine_6,Machine,90.0,4722,0.6930239557938538,0.8623778588565367,0.23696756563704602,-0.0035991322165871134,1.9323232352288608,0.9542566709021602
train,machine_6,Machine,120.0,4369,0.649987317224465,0.8016427693799677,0.21477657096274771,0.03668552154250302,1.9155166153262562,0.9601739528496224
train,screen_1,Screen,5.0,5962,0.4186681194210805,0.5813747804301853,0.8063751883651139,-0.017240960394221398,2.2398104790777627,0.9627641730962764
train,screen_1,Screen,10.0,5893,0.4295616985738464,0.5937812647846306,0.7921167656480622,-0.003392801140017291,2.2986157933294455,0.9648735788223316
train,screen_1,Screen,15.0,5826,0.44105089235280304,0.6060701787681678,0.7761021593974369,0.002768405760646959,2.358670713209875,0.9622382423618263
train,screen_1,Screen,20.0,5772,0.4671659311640271,0.634260180799296,0.7532308909920042,0.0018485436800365917,2.409470792439035,0.9596327096327096
train,screen_1,Screen,30.0,5662,0.5150455256663649,0.686216013694908,0.7120393899412305,0.0030117048093277585,2.505910309734646,0.9567290709996468
train,screen_1,Screen,45.0,5493,0.550463965732141,0.724868289156661,0.6762931171991448,-0.004103039463590909,2.5893769956576493,0.95867467686146
train,screen_1,Screen,60.0,5312,0.5636144510265962,0.7431923931828182,0.6395961991731622,-0.005018957129262167,2.721238209261134,0.9572665662650602
train,screen_1,Screen,90.0,4953,0.5663056663850421,0.7613574525666406,0.6082946719989502,-0.005980018472770795,2.84232072669499,0.9537653947102765
train,screen_1,Screen,120.0,4594,0.6145416951778416,0.7957536244810042,0.5651231242241832,0.0343385651153542,2.9489233123943746,0.956029603831084
train,screen_2,Screen,5.0,5468,0.5738853561068222,0.7472900636342205,0.03588658250857435,0.011712619098803117,1.3304062014813565,0.9659839063643014
train,screen_2,Screen,10.0,5426,0.5721160255989279,0.749506881773707,0.03477759146753523,0.010611886309336977,1.3592481340023224,0.9622189458164394
train,screen_2,Screen,15.0,5364,0.570933911178737,0.7470748304736664,0.03440094716823028,0.00918773897135479,1.3796211997334287,0.9604772557792692
train,screen_2,Screen,20.0,5310,0.5717244783516793,0.7458188169318904,0.03417978976154967,0.005230921738245176,1.4220591240875964,0.96045197740113
train,screen_2,Screen,30.0,5201,0.5709006256387139,0.7475452430649442,0.03378811443962737,0.0022689683408799984,1.4784634182069523,0.959815420111517
train,screen_2,Screen,45.0,5034,0.5829327149325674,0.7638660482117274,0.030122972636538292,-0.008105588493431114,1.5535567168639097,0.9564958283671037
train,screen_2,Screen,60.0,4857,0.5828710118860229,0.7636595064428883,0.03062149672217851,-0.012822366487135915,1.6426363026954467,0.958616429894997
train,screen_2,Screen,90.0,4517,0.5890641072482513,0.7819474078349953,0.02519871111937244,-0.026965903254742147,1.7581378899976505,0.9559442107593535
train,screen_2,Screen,120.0,4191,0.5529730004083357,0.7348579922373214,0.02499418243810747,0.0034363732760455947,1.7560101622225675,0.9623001670245764
train,window_1,Window,5.0,1673,0.23145730468140818,0.33383592986384925,0.8449616104023517,0.010887140178700258,1.2883782731122224,0.9575612671846981
train,window_1,Window,10.0,1696,0.24739099539482434,0.36396858878938604,0.8248280214249746,-0.005787141305557504,1.304710130622457,0.9599056603773585
train,window_1,Window,15.0,1666,0.24987722244813274,0.35324717326653476,0.8345474387164623,-0.001033874469072871,1.3229292426081976,0.9591836734693877
train,window_1,Window,20.0,1630,0.26024814543869795,0.37345580201468237,0.8161969651366934,0.005112606699145543,1.3478494035031345,0.9619631901840491
train,window_1,Window,30.0,1574,0.2663247112108954,0.38049385424199533,0.8085909185070828,0.004870622964730249,1.360729770705877,0.9555273189326556
train,window_1,Window,45.0,1507,0.2603765123749493,0.3624079109488698,0.8263241619292875,-0.002521172403074128,1.3692584244611445,0.960185799601858
train,window_1,Window,60.0,1438,0.25623022001575346,0.3555065930865672,0.8365066711381803,-0.001831155726111316,1.4070055452475916,0.9568845618915159
train,window_1,Window,90.0,1372,0.2613040975504686,0.37797527211864573,0.8238800478854301,-0.006589348150607789,1.4901071761246267,0.956997084548105
train,window_1,Window,120.0,1230,0.25938837542168597,0.3591965042410223,0.8331181616128346,-0.005856364095838297,1.4966544951845255,0.9585365853658536
valid,cableduct_1,Cableduct,5.0,405,1.0462385276388377,1.1392249702493351,-5.2817651925769615,-1.0462385276388377,1.9003253152539592,0.9629629629629629
valid,cableduct_1,Cableduct,10.0,414,1.0886786660692853,1.1771450109608734,-5.827388651596247,-1.0886786660692853,1.8986741268949563,0.9589371980676329
valid,cableduct_1,Cableduct,15.0,407,1.0822432104909936,1.1738886024615738,-5.580994501714146,-1.0822432104909936,1.8920854953520116,0.9508599508599509
valid,cableduct_1,Cableduct,20.0,407,1.096687530521823,1.1945295089620067,-5.2880752894622285,-1.096687530521823,1.888156207055041,0.9533169533169533
valid,cableduct_1,Cableduct,30.0,377,1.1608841200300855,1.2527094236562246,-6.030714876439264,-1.1608841200300855,1.9112979053788237,0.9442970822281167
valid,cableduct_1,Cableduct,45.0,337,1.1331486894855265,1.223364236745639,-6.052216187925935,-1.1331486894855265,1.9285448259131772,0.9584569732937686
valid,cableduct_1,Cableduct,60.0,310,1.2144838667253328,1.2945084888549185,-7.329719573573081,-1.2144838667253328,1.9471140905921724,0.967741935483871
valid,cableduct_1,Cableduct,90.0,335,1.341360437227237,1.4150017831686788,-8.723556466162847,-1.341360437227237,1.945188300145389,0.9492537313432836
valid,cableduct_1,Cableduct,120.0,356,1.4379835842488824,1.4931028708181264,-12.717707016275984,-1.4379835842488824,1.9119336777698956,0.9410112359550562
valid,cableduct_2,Cableduct,5.0,739,0.520455327866162,0.6857666699132088,-0.571020406906521,-0.4301112132708717,2.30717565302722,0.9675236806495264
valid,cableduct_2,Cableduct,10.0,759,0.5218272398931743,0.6847157454415966,-0.5735150204279056,-0.42620490549991774,2.307905221696976,0.9696969696969697
valid,cableduct_2,Cableduct,15.0,759,0.5245024896104274,0.6847673459567066,-0.4744935373599466,-0.4129523147320535,2.308025098450399,0.9670619235836627
valid,cableduct_2,Cableduct,20.0,764,0.5419744406958624,0.7099630327629706,-0.4750993048425487,-0.4108995769052478,2.324779556905562,0.9620418848167539
valid,cableduct_2,Cableduct,30.0,752,0.5741802615302345,0.7285197849737841,-0.5100295765510376,-0.4084302899356471,2.3627931033970513,0.9587765957446809
valid,cableduct_2,Cableduct,45.0,725,0.5981271300592028,0.760255703180382,-0.5635932860198634,-0.4048121154902922,2.426285401920817,0.9655172413793104
valid,cableduct_2,Cableduct,60.0,695,0.6351802956266783,0.8005886316452788,-0.6868058721477346,-0.4806021520276813,2.446369927918546,0.9640287769784173
valid,cableduct_2,Cableduct,90.0,635,0.664851839414643,0.8120968905402571,-0.8426897644439031,-0.5394295269280052,2.4699640039367754,0.9480314960629921
valid,cableduct_2,Cableduct,120.0,595,0.7228857460661757,0.8752352779083261,-0.9812423702412028,-0.5679287476762002,2.4828379748172327,0.9361344537815126
valid,cableduct_3,Cableduct,5.0,933,0.7353300118126197,0.8731413620107717,-1.1051790163213009,-0.6348212454666249,2.328155976960758,0.9667738478027867
valid,cableduct_3,Cableduct,10.0,927,0.7409709873540191,0.8733349505950823,-1.140689011711804,-0.6395750452024604,2.3403541469891294,0.9633225458468176
valid,cableduct_3,Cableduct,15.0,917,0.7464232685390115,0.8825725008218631,-1.1214716715655761,-0.6435866683247602,2.3613068808433004,0.9574700109051254
valid,cableduct_3,Cableduct,20.0,907,0.7462533849306079,0.8859349105004468,-1.0921101511105658,-0.6418790531191356,2.371368191906315,0.9614112458654906
valid,cableduct_3,Cableduct,30.0,887,0.7713826501395668,0.9104239125011333,-1.1725853564167226,-0.6675245784531593,2.410100768976767,0.9503945885005637
valid,cableduct_3,Cableduct,45.0,857,0.765275939304957,0.9016614673946046,-1.1405935172071135,-0.6585738178217196,2.4490334944421175,0.9393232205367561
valid,cableduct_3,Cableduct,60.0,827,0.7728488445298484,0.9209625244569666,-1.0705440845444643,-0.6629682110365063,2.477072492311854,0.9274486094316807
valid,cableduct_3,Cableduct,90.0,767,0.8064801894815794,0.9589041024759122,-1.0827684034989118,-0.6906629743961529,2.515111348015583,0.9152542372881356
valid,cableduct_3,Cableduct,120.0,708,0.8340409920875598,0.9726994653253404,-1.1378106348467196,-0.7110430509405791,2.5197801801842723,0.9011299435028248
valid,cableduct_4,Cableduct,5.0,962,0.48373641678722284,0.6304460499365552,0.01132119437733814,-0.3807318996107769,2.2932322999109678,0.9667359667359667
valid,cableduct_4,Cableduct,10.0,952,0.49025392826542485,0.6401580644984038,-0.02891357373072334,-0.38932692985971235,2.3055875005696564,0.9632352941176471
valid,cableduct_4,Cableduct,15.0,946,0.49242397231216883,0.6397322036569671,0.01740109092091402,-0.37814473062768983,2.3311288157637677,0.9651162790697675
valid,cableduct_4,Cableduct,20.0,936,0.4955882939431597,0.6443710785372809,0.015099153554301026,-0.3751832377749936,2.3674017612245866,0.9647435897435898
valid,cableduct_4,Cableduct,30.0,916,0.5077118436818993,0.6633225730777594,-0.02129171259421936,-0.372116009279188,2.458460358124744,0.9596069868995634
valid,cableduct_4,Cableduct,45.0,886,0.5763764823715624,0.7270362254990328,-0.22737975026063983,-0.4236864246798182,2.5245585982104686,0.9627539503386005
valid,cableduct_4,Cableduct,60.0,856,0.6096944465763515,0.7714335597378897,-0.2897088091948914,-0.4406612913489123,2.5456187227857803,0.9626168224299065
valid,cableduct_4,Cableduct,90.0,796,0.7311802990529781,0.8927790790756277,-0.645069990666963,-0.4940812083664911,2.5843849282902713,0.9334170854271356
valid,cableduct_4,Cableduct,120.0,737,0.8061467328314235,0.9601366518528943,-0.8934481952774354,-0.5288783278111843,2.5946980901442718,0.8670284938941656
valid,machine_2,Machine,5.0,639,0.28835067441176787,0.35448737334795055,0.059132491133930154,0.033289787185519414,1.4952599606341326,0.9687010954616588
valid,machine_2,Machine,10.0,632,0.2884952870958796,0.34243524976934725,0.005812816205755134,0.051942643326786615,1.5205885602768716,0.9731012658227848
valid,machine_2,Machine,15.0,621,0.3045974491059328,0.364540876593887,-0.02621599192121682,0.04858469138452985,1.5667712899508803,0.9694041867954911
valid,machine_2,Machine,20.0,612,0.31500429994312495,0.3736091442620442,-0.07250214229803631,0.050994333313646605,1.5947479051251852,0.9656862745098039
valid,machine_2,Machine,30.0,593,0.3242333964913341,0.37290374737631327,-0.12372695830331315,0.06062973489370964,1.6868581115488528,0.9814502529510961
valid,machine_2,Machine,45.0,563,0.3746348486725451,0.42635450221275795,-0.35025383346899286,0.07594367275365731,1.782482311061032,0.9698046181172292
valid,machine_2,Machine,60.0,533,0.4003975310392326,0.4507517077754716,-0.5192340690944592,0.11922216118793463,1.8582988539900849,0.9812382739212008
valid,machine_2,Machine,90.0,473,0.41172369242625184,0.5169485743784447,-0.9081009983147508,0.1398160515928557,2.1706688096312656,0.9682875264270613
valid,machine_2,Machine,120.0,417,0.4085197819022767,0.5427692562321802,-1.0477262436486008,0.19495656681788345,2.408155993930452,0.9232613908872902
valid,machine_4,Machine,5.0,60,0.21776086974318343,0.26828607349249295,-0.13931456888873783,-0.12470227273529245,1.6494427213563274,0.9833333333333333
valid,machine_4,Machine,10.0,73,0.3136869614201354,0.3904823935633781,-0.5359778426621811,-0.2538908643042011,1.6716610235120315,0.9315068493150684
valid,machine_4,Machine,15.0,74,0.2765555252766395,0.34154074856204963,-0.5166563179614738,-0.20984554921262474,1.6690001573120234,0.9594594594594594
valid,machine_4,Machine,20.0,73,0.22636820696274018,0.2832959982032323,-0.23554429362354656,-0.14523797237137664,1.6929811956102918,0.958904109589041
valid,machine_4,Machine,30.0,80,0.17665344946954004,0.25250442983615273,-0.17209149979803295,-0.10241759022782562,1.7966550824507028,0.9625
valid,machine_4,Machine,45.0,74,0.22296807154461198,0.2772879789273056,-0.06875894994136167,-0.1107249799457141,1.8905530128383516,1.0
valid,machine_4,Machine,60.0,68,0.1842397325037019,0.25657741541263296,0.0913287349148797,-0.02186727494963424,1.9134064279501577,0.9852941176470589
valid,machine_4,Machine,90.0,70,0.18410583295126606,0.20080090497272393,-0.49568523980920776,0.11804427397618673,1.8400002909107274,1.0
valid,machine_4,Machine,120.0,85,0.2042817375279844,0.22501462838552455,-1.653007497195456,0.18191802646555735,1.698289462351476,1.0
valid,machine_6,Machine,5.0,669,0.32198685302330693,0.41997158817408625,0.06792780310749802,-0.05305423988687272,2.0307598004182204,0.992526158445441
valid,machine_6,Machine,10.0,683,0.3095249989194733,0.40780352321723456,0.05445245428846546,-0.07328377013512842,2.0654726087178257,0.9941434846266471
valid,machine_6,Machine,15.0,680,0.3126273977358879,0.4123888537571982,0.05490917843470322,-0.06820589100556647,2.1064161221838265,0.9926470588235294
valid,machine_6,Machine,20.0,670,0.32595864353905957,0.42268124658400646,0.037348997349534896,-0.07361084844529062,2.1734957297024478,0.9925373134328358
valid,machine_6,Machine,30.0,651,0.33509752146291144,0.44304223264916986,0.002792921038489493,-0.08157861113731045,2.2833779272320105,0.9831029185867896
valid,machine_6,Machine,45.0,622,0.3451343444984013,0.44333593691250894,-0.014376388013726205,-0.07836365793823487,2.339192809327577,0.9887459807073955
valid,machine_6,Machine,60.0,599,0.35130421038674153,0.45540291676480443,-0.005006210072217909,-0.06146507663599391,2.378353166890896,0.991652754590985
valid,machine_6,Machine,90.0,541,0.3633150755016819,0.46929796493692294,-0.05042192940043755,-0.07574431910715336,2.440488089553223,0.9944547134935305
valid,machine_6,Machine,120.0,483,0.3560381154682352,0.4703718884884228,-0.08300730808495316,-0.05498415758711968,2.407205750437313,0.9917184265010351
valid,screen_1,Screen,5.0,894,0.4380904348870688,0.6444931203950729,0.5731675405888706,-0.32817760874697327,2.609607627408156,0.9765100671140939
valid,screen_1,Screen,10.0,884,0.4520626457540954,0.661273221239141,0.523869464732049,-0.3079721868822224,2.681605862621908,0.9751131221719457
valid,screen_1,Screen,15.0,882,0.4680605972866982,0.6821813647109293,0.5056545875005143,-0.28821674337655817,2.741593837731127,0.963718820861678
valid,screen_1,Screen,20.0,873,0.4987387420740923,0.7027214741136109,0.46421112480637305,-0.28237603735070504,2.7840810717266615,0.9576174112256587
valid,screen_1,Screen,30.0,854,0.5690888143366477,0.8021108614443402,0.24517041237183557,-0.30496629713920437,2.869319280433406,0.9543325526932084
valid,screen_1,Screen,45.0,824,0.5914804831147408,0.8092311306097277,0.07251845646406263,-0.3415163071132357,2.9493255593774683,0.9672330097087378
valid,screen_1,Screen,60.0,794,0.559663083645821,0.7724944256462949,0.016621794434827586,-0.3395006702466694,3.0582227006187246,0.964735516372796
valid,screen_1,Screen,90.0,734,0.5974997992209085,0.7835480753198879,-0.19734473429523725,-0.32007441557999017,3.2058996308875756,0.9700272479564033
valid,screen_1,Screen,120.0,674,0.6127127473592369,0.7816716778201075,-0.15539574166168713,-0.29601982139506283,3.294538101499173,0.9821958456973294
valid,screen_2,Screen,5.0,958,0.30014180731883316,0.3971396322998318,-0.16369351932526355,-0.15237988880626188,1.686089537494549,0.9832985386221295
valid,screen_2,Screen,10.0,948,0.3035243239484253,0.39604345398095675,-0.17155567098157087,-0.15480256528359757,1.73773779046881,0.9810126582278481
valid,screen_2,Screen,15.0,938,0.301226431984365,0.3975348057540851,-0.16249519910095533,-0.1513253336148077,1.749411942873943,0.990405117270789
valid,screen_2,Screen,20.0,928,0.3023796939938664,0.3990543184016233,-0.1542168858414925,-0.1480956043279509,1.7660550444193432,0.990301724137931
valid,screen_2,Screen,30.0,908,0.3014055258526412,0.40200862876469245,-0.14531648146419363,-0.1450523079749357,1.8153984048379772,0.98568281938326
valid,screen_2,Screen,45.0,878,0.30422970062354204,0.4011074397870062,-0.14210802453810256,-0.1411541086489215,1.8894754749644223,0.9874715261958997
valid,screen_2,Screen,60.0,848,0.3061823965739179,0.40607579120202425,-0.13780950319624852,-0.1409162600064612,1.983045808992991,0.9870283018867925
valid,screen_2,Screen,90.0,788,0.32951702168771924,0.43166404380784723,-0.15318121625906445,-0.15759082061078383,2.062442895803348,0.9847715736040609
valid,screen_2,Screen,120.0,728,0.33567931870796675,0.43507531788863313,-0.19317971502339293,-0.1746521987832631,2.041425313151381,0.9697802197802198
valid,window_1,Window,5.0,54,1.554738358360947,1.6029827358515127,-16.78107984629849,-1.554738358360947,2.110812888830035,0.5925925925925926
valid,window_1,Window,10.0,57,1.6261180693341812,1.6668107687595115,-23.148410503369345,-1.6261180693341812,2.09240839746395,0.543859649122807
valid,window_1,Window,15.0,57,1.6593728845853521,1.7091935337602449,-18.386315384862566,-1.6593728845853521,2.1189298287223552,0.5087719298245614
valid,window_1,Window,20.0,52,1.817858677367217,1.8540484215984672,-39.98900656409485,-1.817858677367217,2.1883219832381275,0.5769230769230769
valid,window_1,Window,30.0,40,1.8194893413822064,1.8946777182745047,-44.75201008498873,-1.8194893413822064,2.435420653591019,0.75
valid,window_1,Window,45.0,26,1.8496272773939582,1.9326229544640197,-22.565234852133834,-1.8496272773939582,2.5745968349513095,0.8846153846153846
valid,window_1,Window,60.0,11,1.6020539567914904,1.6552688964757614,-59.94303864574932,-1.6020539567914904,2.386586582576781,0.7272727272727273
valid,window_1,Window,90.0,3,0.752558104217897,0.8860958745010387,-4.719519117616578,-0.752558104217897,2.5978827133501206,0.6666666666666666
valid,window_1,Window,120.0,2,0.7930898617871591,0.8191874866283879,-27.78192458800337,-0.7930898617871591,2.985525605618138,1.0
